"article","indiv","dpi","sample_type","val_total","val_sg","val_inf","lod_total","lod_sg","lod_inf","loq_total","loq_sg","loq_inf","tg_total","tg_sg","sample_grp","sample_rep","units_inf","animal_species","sex","age_class_stand","age_class_rep","age_years_rep","inoc_dose_total_pfu","inoc_dose_total_TCID","inoc_route","inoc_dose_units_rep","cell_line","viral_strain","units_total","units_sg","culture_assay"
"Ishigaki et al. 2021","HI_CE0324F",10,"Non-invasive","4.40740740740741",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",14,"Non-invasive","2.51851851851852",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",17,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",21,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",24,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",1,"Non-invasive","7.7037037037037",NA,"2","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",3,"Non-invasive","6.81481481481481",NA,"Pos","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",7,"Non-invasive","5.66666666666667",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",10,"Non-invasive","4.7037037037037",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",14,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",17,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",21,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",24,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",1,"Non-invasive","7.62234042553191",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Bronchial Sample","Bronchus Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",3,"Non-invasive","6.8404255319149",NA,"Pos","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Bronchial Sample","Bronchus Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",7,"Non-invasive","5.46276595744681",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Bronchial Sample","Bronchus Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",10,"Non-invasive","4.75531914893617",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Bronchial Sample","Bronchus Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",14,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Bronchial Sample","Bronchus Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",17,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Bronchial Sample","Bronchus Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",21,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Bronchial Sample","Bronchus Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",24,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Bronchial Sample","Bronchus Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",1,"Non-invasive","2.66315789473684",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",3,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",7,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",10,"Non-invasive","3.84210526315789",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",14,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",17,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",21,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE0324F",24,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","15",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",1,"Non-invasive","8.66666666666667",NA,"2.67","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",3,"Non-invasive","4.88888888888888",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",7,"Non-invasive","3.74074074074074",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",10,"Non-invasive","2.77777777777778",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",14,"Non-invasive","3.33333333333334",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",17,"Non-invasive","2.77777777777778",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",21,"Non-invasive","2.44444444444444",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",24,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",1,"Non-invasive","9.63636363636363",NA,"4.23","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Nasal Sample","Nasal Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",3,"Non-invasive","7.24064171122995",NA,"Pos","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Nasal Sample","Nasal Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",7,"Non-invasive","6.79144385026738",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Nasal Sample","Nasal Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",10,"Non-invasive","6.64171122994652",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Nasal Sample","Nasal Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",14,"Non-invasive","5.63101604278075",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Nasal Sample","Nasal Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",17,"Non-invasive","5.44385026737968",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Nasal Sample","Nasal Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",21,"Non-invasive","6.19251336898396",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Nasal Sample","Nasal Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",24,"Non-invasive","5.74331550802139",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Nasal Sample","Nasal Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",1,"Non-invasive","7.70370370370371",NA,"3.5","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",3,"Non-invasive","3.81481481481481",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",7,"Non-invasive","3.77777777777778",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",10,"Non-invasive","5.48148148148148",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",14,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",17,"Non-invasive","3.14814814814815",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",21,"Non-invasive","2.51851851851852",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",24,"Non-invasive","4.51851851851852",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Oral Sample","Oral Cavity Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",1,"Non-invasive","7.96296296296296",NA,"3.5","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",3,"Non-invasive","6.88888888888889",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",7,"Non-invasive","3.11111111111111",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",10,"Non-invasive","3.81481481481481",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",14,"Non-invasive","2.55555555555556",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",17,"Non-invasive","2.07407407407407",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",21,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",24,"Non-invasive","< LOD",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Tracheal Sample","Tracheal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
"Ishigaki et al. 2021","HI_CE1242F",1,"Non-invasive","8.1063829787234",NA,"Neg","2",NA,"0.67","Unknown",NA,"Unknown","N",NA,"Bronchial Sample","Bronchus Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Unknown","10",1540000,2200000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/JPN/WK-521/2020","log10 total RNA copies/mL",NA,"TCID50"
